"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Orion Finance Finco Test Scenarios - İŞ AKIŞ","Is Akis: TC005 - E2E Assign to Pool - Unit Manager","0","0","1","0","0"
