"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 19 18:07:36 EET 2021","Tue Oct 19 18:09:21 EET 2021","105466","","Orion Finance Finco Test Scenarios - İŞ AKIŞ","","Is Akis: TC005 - E2E Assign to Pool - Unit Manager","","Is Akis: TC005 - E2E Assign to Pool - Unit Manager",""
